LLAMA3-8B	GT	LLAMA3-8B-Article-model
CWE-440	CWE-203	CWE-440
CWE-785	CWE-20	CWE-785
CWE-20	CWE-120	CWE-20
CWE-122	CWE-285	CWE-122
CWE-642	CWE-284	CWE-642
CWE-20	CWE-384	CWE-384
CWE-297	CWE-200	CWE-297
CWE-601	CWE-79	CWE-601
CWE-80	CWE-73	CWE-80
CWE-22	CWE-843	CWE-843
CWE-405	CWE-79	CWE-405
CWE-116	CWE-200	CWE-116
CWE-522	CWE-22	CWE-522
CWE-22	CWE-787	CWE-22
CWE-134	CWE-787	CWE-787
CWE-434	CWE-121	CWE-434
CWE-121	CWE-787	CWE-121
CWE-788	CWE-416	CWE-788
CWE-416	CWE-125	CWE-416
CWE-125	CWE-125	CWE-125
CWE-119	CWE-787	CWE-119
CWE-787	CWE-20	CWE-20
CWE-20	CWE-125	CWE-20
CWE-125	CWE-125	CWE-125
CWE-125	CWE-787	CWE-125
CWE-120	CWE-125	CWE-125
CWE-125	CWE-416	CWE-125
CWE-416	CWE-476	CWE-416
CWE-476	CWE-125	CWE-476
CWE-125	CWE-125	CWE-125
CWE-125	CWE-122	CWE-125
CWE-120	CWE-121	CWE-120
CWE-121	CWE-20	CWE-121
CWE-20	CWE-787	CWE-20
CWE-19	CWE-787	CWE-19
CWE-119	CWE-787	CWE-119
CWE-119	CWE-121	CWE-119
CWE-121	CWE-122	CWE-122
CWE-119	CWE-476	CWE-119
CWE-476	CWE-787	CWE-476
CWE-120	CWE-787	CWE-787
CWE-120	CWE-125	CWE-120
CWE-125	CWE-287	CWE-125
CWE-287	CWE-200	CWE-287
CWE-269	CWE-416	CWE-269
CWE-416	CWE-416	CWE-416
CWE-416	CWE-416	CWE-416
CWE-476	CWE-416	CWE-476
CWE-416	CWE-416	CWE-416
CWE-416	CWE-125	CWE-416
CWE-125	CWE-787	CWE-125
CWE-120	CWE-125	CWE-120
CWE-125	CWE-125	CWE-125
CWE-125	CWE-787	CWE-125
CWE-126	CWE-125	CWE-126
CWE-NotFound	CWE-125	CWE-NotFound
CWE-125	CWE-78	CWE-125
CWE-78	CWE-601	CWE-78
CWE-601	CWE-359	CWE-601
CWE-200	CWE-416	CWE-200
CWE-416	CWE-125	CWE-416
CWE-119	CWE-416	CWE-119
CWE-476	CWE-416	CWE-476
CWE-476	CWE-416	CWE-476
CWE-476	CWE-416	CWE-476
CWE-476	CWE-416	CWE-476
CWE-476	CWE-416	CWE-416
CWE-676	CWE-285	CWE-676
CWE-285	CWE-416	CWE-285
CWE-476	CWE-416	CWE-476
CWE-416	CWE-416	CWE-416
CWE-476	CWE-416	CWE-476
CWE-675	CWE-416	CWE-675
CWE-476	CWE-125	CWE-476
CWE-116	CWE-416	CWE-416
CWE-476	CWE-416	CWE-476
CWE-476	CWE-416	CWE-476
CWE-416	CWE-416	CWE-416
CWE-476	CWE-125	CWE-476
CWE-125	CWE-125	CWE-125
CWE-126	CWE-416	CWE-126
CWE-665	CWE-416	CWE-665
CWE-789	CWE-416	CWE-789
CWE-476	CWE-416	CWE-476
CWE-476	CWE-416	CWE-476
CWE-476	CWE-125	CWE-476
CWE-125	CWE-787	CWE-125
CWE-788	CWE-787	CWE-787
CWE-122	CWE-125	CWE-122
CWE-125	CWE-416	CWE-125
CWE-476	CWE-416	CWE-416
CWE-476	CWE-125	CWE-476
CWE-120	CWE-416	CWE-120
CWE-476	CWE-787	CWE-476
CWE-119	CWE-125	CWE-119
CWE-125	CWE-843	CWE-125
CWE-476	CWE-416	CWE-416
CWE-416	CWE-125	CWE-416
CWE-788	CWE-20	CWE-20
CWE-20	CWE-416	CWE-20
CWE-665	CWE-416	CWE-665
CWE-476	CWE-416	CWE-476
CWE-476	CWE-125	CWE-476
CWE-125	CWE-125	CWE-125
CWE-119	CWE-416	CWE-416
CWE-788	CWE-416	CWE-788
CWE-476	CWE-416	CWE-476
CWE-476	CWE-78	CWE-476
CWE-78	CWE-732	CWE-78
CWE-264	CWE-59	CWE-264
CWE-287	CWE-693	CWE-287
CWE-426	CWE-416	CWE-426
CWE-665	CWE-787	CWE-665
CWE-119	CWE-787	CWE-119
CWE-120	CWE-416	CWE-416
CWE-1221	CWE-416	CWE-1221
CWE-416	CWE-755	CWE-416
CWE-20	CWE-200	CWE-20
CWE-522	CWE-755	CWE-522
CWE-399	CWE-754	CWE-399
CWE-732	CWE-416	CWE-416
CWE-416	CWE-820	CWE-416
CWE-686	CWE-653	CWE-686
CWE-330	CWE-696	CWE-330
CWE-363	CWE-89	CWE-89
CWE-89	CWE-307	CWE-307
CWE-913	CWE-306	CWE-913
CWE-296	CWE-121	CWE-296
CWE-120	CWE-121	CWE-120
CWE-119	CWE-1287	CWE-119
CWE-20	CWE-754	CWE-20
CWE-243	CWE-119	CWE-243
CWE-119	CWE-89	CWE-119
CWE-89	CWE-125	CWE-89
CWE-119	CWE-754	CWE-119
CWE-229	CWE-476	CWE-229
CWE-682	CWE-131	CWE-682
CWE-772	CWE-313	CWE-772
CWE-521	CWE-321	CWE-321
CWE-327	CWE-754	CWE-327
CWE-644	CWE-89	CWE-644
CWE-89	CWE-696	CWE-89
CWE-471	CWE-78	CWE-471
CWE-79	CWE-416	CWE-416
CWE-416	CWE-22	CWE-416
CWE-22	CWE-79	CWE-22
CWE-80	CWE-89	CWE-80
CWE-89	CWE-352	CWE-89
CWE-352	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-80	CWE-829	CWE-80
CWE-772	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79
CWE-80	CWE-79	CWE-79
CWE-94	CWE-79	CWE-94
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79
CWE-80	CWE-20	CWE-80
CWE-78	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-NotFound	CWE-79	CWE-NotFound
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-80	CWE-918	CWE-80
CWE-918	CWE-352	CWE-918
CWE-352	CWE-352	CWE-352
CWE-352	CWE-352	CWE-352
CWE-352	CWE-352	CWE-352
CWE-352	CWE-352	CWE-352
CWE-601	CWE-862	CWE-601
CWE-285	CWE-303	CWE-285
CWE-200	CWE-352	CWE-200
CWE-352	CWE-352	CWE-352
CWE-352	CWE-862	CWE-352
CWE-285	CWE-862	CWE-285
CWE-285	CWE-862	CWE-285
CWE-285	CWE-862	CWE-862
CWE-285	CWE-862	CWE-285
CWE-285	CWE-352	CWE-285
CWE-352	CWE-200	CWE-200
CWE-285	CWE-862	CWE-285
CWE-285	CWE-367	CWE-285
CWE-362	CWE-200	CWE-362
CWE-200	CWE-269	CWE-200
CWE-269	CWE-862	CWE-269
CWE-285	CWE-89	CWE-285
CWE-89	CWE-290	CWE-89
CWE-307	CWE-290	CWE-307
CWE-307	CWE-352	CWE-352
CWE-352	CWE-79	CWE-352
CWE-79	CWE-862	CWE-79
CWE-285	CWE-862	CWE-285
CWE-285	CWE-89	CWE-89
CWE-89	CWE-862	CWE-89
CWE-285	CWE-89	CWE-285
CWE-89	CWE-89	CWE-89
CWE-89	CWE-345	CWE-89
CWE-327	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89
CWE-89	CWE-22	CWE-89
CWE-22	CWE-352	CWE-22
CWE-352	CWE-89	CWE-352
CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89
CWE-89	CWE-434	CWE-89
CWE-434	CWE-89	CWE-434
CWE-89	CWE-89	CWE-89
CWE-89	CWE-79	CWE-89
CWE-80	CWE-89	CWE-80
CWE-89	CWE-862	CWE-89
CWE-285	CWE-79	CWE-285
CWE-80	CWE-639	CWE-639
CWE-284	CWE-862	CWE-284
CWE-285	CWE-22	CWE-285
CWE-22	CWE-345	CWE-22
CWE-310	CWE-434	CWE-310
CWE-434	CWE-532	CWE-532
CWE-532	CWE-862	CWE-532
CWE-284	CWE-639	CWE-284
CWE-287	CWE-532	CWE-287
CWE-532	CWE-862	CWE-532
CWE-285	CWE-862	CWE-285
CWE-284	CWE-352	CWE-352
CWE-352	CWE-79	CWE-352
CWE-80	CWE-754	CWE-80
CWE-399	CWE-79	CWE-399
CWE-80	CWE-352	CWE-80
CWE-601	CWE-290	CWE-601
CWE-521	CWE-532	CWE-532
CWE-532	CWE-79	CWE-532
CWE-80	CWE-862	CWE-862
CWE-285	CWE-352	CWE-285
CWE-352	CWE-1284	CWE-352
CWE-20	CWE-862	CWE-20
CWE-285	CWE-862	CWE-285
CWE-285	CWE-79	CWE-285
CWE-80	CWE-918	CWE-80
CWE-918	CWE-918	CWE-918
CWE-918	CWE-434	CWE-918
CWE-434	CWE-862	CWE-434
CWE-285	CWE-89	CWE-285
CWE-89	CWE-352	CWE-352
CWE-352	CWE-862	CWE-352
CWE-285	CWE-862	CWE-285
CWE-285	CWE-862	CWE-285
CWE-285	CWE-804	CWE-285
CWE-312	CWE-352	CWE-312
CWE-352	CWE-269	CWE-352
CWE-269	CWE-639	CWE-269
CWE-284	CWE-862	CWE-284
CWE-285	CWE-352	CWE-285
CWE-671	CWE-352	CWE-671
CWE-352	CWE-79	CWE-352
CWE-79	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79
CWE-80	CWE-79	CWE-79
CWE-89	CWE-79	CWE-89
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-80	CWE-400	CWE-80
CWE-400	CWE-352	CWE-352
CWE-352	CWE-79	CWE-352
CWE-NotFound	CWE-94	CWE-NotFound
CWE-94	CWE-200	CWE-94
CWE-200	CWE-121	CWE-200
CWE-121	CWE-120	CWE-121
CWE-121	CWE-121	CWE-121
CWE-122	CWE-121	CWE-122
CWE-119	CWE-121	CWE-119
CWE-119	CWE-121	CWE-119
CWE-121	CWE-120	CWE-120
CWE-121	CWE-121	CWE-121
CWE-119	CWE-121	CWE-119
CWE-121	CWE-121	CWE-121
CWE-121	CWE-89	CWE-121
CWE-89	CWE-121	CWE-89
CWE-121	CWE-120	CWE-121
CWE-120	CWE-121	CWE-120
CWE-119	CWE-121	CWE-119
CWE-121	CWE-787	CWE-787
CWE-122	CWE-787	CWE-122
CWE-121	CWE-787	CWE-121
CWE-119	CWE-121	CWE-119
CWE-120	CWE-121	CWE-120
CWE-121	CWE-121	CWE-121
CWE-121	CWE-120	CWE-120
CWE-119	CWE-121	CWE-119
CWE-119	CWE-121	CWE-119
CWE-119	CWE-121	CWE-119
CWE-120	CWE-120	CWE-120
CWE-121	CWE-77	CWE-121
CWE-78	CWE-121	CWE-121
CWE-121	CWE-78	CWE-121
CWE-78	CWE-126	CWE-78
CWE-476	CWE-22	CWE-476
CWE-24	CWE-121	CWE-24
CWE-120	CWE-287	CWE-287
CWE-306	CWE-229	CWE-306
CWE-295	CWE-416	CWE-295
CWE-401	CWE-79	CWE-401
CWE-80	CWE-256	CWE-80
CWE-256	CWE-352	CWE-256
CWE-352	CWE-79	CWE-352
CWE-80	CWE-79	CWE-80
CWE-94	CWE-98	CWE-98
CWE-78	CWE-89	CWE-78
CWE-89	CWE-94	CWE-89
CWE-89	CWE-79	CWE-89
CWE-80	CWE-89	CWE-80
CWE-89	CWE-89	CWE-89
CWE-89	CWE-94	CWE-89
CWE-89	CWE-89	CWE-89
CWE-89	CWE-94	CWE-89
CWE-80	CWE-89	CWE-80
CWE-89	CWE-79	CWE-89
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-79	CWE-352	CWE-79
CWE-352	CWE-79	CWE-352
CWE-79	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-94	CWE-922	CWE-94
CWE-20	CWE-79	CWE-20
CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79
CWE-94	CWE-200	CWE-94
CWE-89	CWE-692	CWE-89
CWE-79	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-79	CWE-89	CWE-79
CWE-89	CWE-79	CWE-89
CWE-79	CWE-79	CWE-79
CWE-79	CWE-89	CWE-79
CWE-89	CWE-506	CWE-89
CWE-120	CWE-352	CWE-120
CWE-352	CWE-918	CWE-352
CWE-918	CWE-79	CWE-918
CWE-116	CWE-79	CWE-116
CWE-80	CWE-79	CWE-80
CWE-80	CWE-20	CWE-80
CWE-20	CWE-862	CWE-20
CWE-285	CWE-89	CWE-285
CWE-89	CWE-269	CWE-89
CWE-693	CWE-79	CWE-693
CWE-79	CWE-94	CWE-94
CWE-20	CWE-89	CWE-20
CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89
CWE-89	CWE-79	CWE-89
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-80	CWE-475	CWE-80
CWE-20	CWE-89	CWE-20
CWE-89	CWE-89	CWE-89
CWE-89	CWE-94	CWE-89
CWE-119	CWE-290	CWE-119
CWE-94	CWE-89	CWE-94
CWE-89	CWE-20	CWE-89
CWE-20	CWE-434	CWE-20
CWE-89	CWE-94	CWE-94
CWE-80	CWE-229	CWE-80
CWE-20	CWE-94	CWE-20
CWE-94	CWE-476	CWE-94
CWE-400	CWE-190	CWE-400
CWE-681	CWE-122	CWE-681
CWE-122	CWE-78	CWE-122
CWE-78	CWE-120	CWE-78
CWE-119	CWE-190	CWE-119
CWE-400	CWE-79	CWE-400
CWE-79	CWE-80	CWE-80
CWE-80	CWE-79	CWE-79
CWE-80	CWE-1392	CWE-80
CWE-327	CWE-1188	CWE-327
CWE-306	CWE-843	CWE-306
CWE-476	CWE-89	CWE-476
CWE-89	CWE-476	CWE-89
CWE-476	CWE-121	CWE-476
CWE-400	CWE-927	CWE-400
CWE-276	CWE-126	CWE-276
CWE-126	CWE-126	CWE-126
CWE-125	CWE-126	CWE-125
CWE-125	CWE-416	CWE-125
CWE-416	CWE-79	CWE-416
CWE-80	CWE-79	CWE-80
CWE-79	CWE-352	CWE-79
CWE-933	CWE-79	CWE-933
CWE-79	CWE-79	CWE-79
CWE-80	CWE-321	CWE-80
CWE-321	CWE-79	CWE-321
CWE-80	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79
CWE-79	CWE-352	CWE-352
CWE-79	CWE-502	CWE-79
CWE-502	CWE-639	CWE-502
CWE-668	CWE-352	CWE-668
CWE-352	CWE-79	CWE-352
CWE-80	CWE-862	CWE-80
CWE-649	CWE-862	CWE-862
CWE-285	CWE-79	CWE-285
CWE-80	CWE-352	CWE-80
CWE-601	CWE-79	CWE-601
CWE-79	CWE-79	CWE-79
CWE-93	CWE-79	CWE-93
CWE-80	CWE-79	CWE-79
CWE-79	CWE-352	CWE-79
CWE-93	CWE-79	CWE-93
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-80	CWE-352	CWE-80
CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-93	CWE-79	CWE-93
CWE-80	CWE-352	CWE-80
CWE-352	CWE-434	CWE-352
CWE-434	CWE-434	CWE-434
CWE-434	CWE-89	CWE-434
CWE-89	CWE-79	CWE-89
CWE-80	CWE-434	CWE-80
CWE-22	CWE-79	CWE-22
CWE-80	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79
CWE-80	CWE-863	CWE-863
CWE-285	CWE-601	CWE-601
CWE-601	CWE-1288	CWE-601
CWE-287	CWE-79	CWE-287
CWE-94	CWE-79	CWE-79
CWE-79	CWE-611	CWE-79
CWE-611	CWE-1288	CWE-611
CWE-NotFound	CWE-862	CWE-NotFound
CWE-597	CWE-79	CWE-597
CWE-95	CWE-79	CWE-95
CWE-NotFound	CWE-79	CWE-NotFound
CWE-80	CWE-434	CWE-434
CWE-22	CWE-78	CWE-22
CWE-78	CWE-121	CWE-78
CWE-121	CWE-434	CWE-121
CWE-434	CWE-275	CWE-434
CWE-276	CWE-120	CWE-276
CWE-119	CWE-79	CWE-119
CWE-79	CWE-120	CWE-79
CWE-119	CWE-201	CWE-119
CWE-349	CWE-428	CWE-349
CWE-428	CWE-732	CWE-428
CWE-732	CWE-121	CWE-732
CWE-121	CWE-79	CWE-121
CWE-79	CWE-352	CWE-79
CWE-20	CWE-300	CWE-20
CWE-310	CWE-284	CWE-310
CWE-496	CWE-770	CWE-496
CWE-400	CWE-400	CWE-400
CWE-400	CWE-94	CWE-400
CWE-78	CWE-434	CWE-78
CWE-20	CWE-502	CWE-20
CWE-94	CWE-89	CWE-94
CWE-89	CWE-601	CWE-89
CWE-400	CWE-434	CWE-400
CWE-22	CWE-918	CWE-918
CWE-601	CWE-532	CWE-601
CWE-668	CWE-248	CWE-668
CWE-400	CWE-306	CWE-400
CWE-287	CWE-200	CWE-287
CWE-200	CWE-23	CWE-200
CWE-20	CWE-22	CWE-20
CWE-22	CWE-384	CWE-384
CWE-116	CWE-497	CWE-116
CWE-200	CWE-502	CWE-200
CWE-20	CWE-120	CWE-120
CWE-119	CWE-428	CWE-119
CWE-22	CWE-918	CWE-22
CWE-918	CWE-434	CWE-918
CWE-78	CWE-862	CWE-78
CWE-285	CWE-22	CWE-285
CWE-22	CWE-22	CWE-22
CWE-22	CWE-89	CWE-22
CWE-89	CWE-89	CWE-89
CWE-89	CWE-352	CWE-89
CWE-440	CWE-79	CWE-440
CWE-80	CWE-269	CWE-269
CWE-269	CWE-352	CWE-269
CWE-352	CWE-352	CWE-352
CWE-457	CWE-530	CWE-457
CWE-346	CWE-22	CWE-22
CWE-22	CWE-89	CWE-89
CWE-89	CWE-862	CWE-89
CWE-285	CWE-862	CWE-285
CWE-285	CWE-862	CWE-285
CWE-284	CWE-532	CWE-284
CWE-532	CWE-862	CWE-532
CWE-285	CWE-532	CWE-285
CWE-532	CWE-862	CWE-862
CWE-285	CWE-532	CWE-285
CWE-532	CWE-79	CWE-532
CWE-80	CWE-352	CWE-80
CWE-352	CWE-352	CWE-352
CWE-601	CWE-862	CWE-601
CWE-285	CWE-601	CWE-285
CWE-601	CWE-532	CWE-601
CWE-532	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79
CWE-80	CWE-79	CWE-79
CWE-80	CWE-532	CWE-532
CWE-532	CWE-78	CWE-532
CWE-80	CWE-89	CWE-80
CWE-89	CWE-862	CWE-862
CWE-285	CWE-352	CWE-285
CWE-352	CWE-352	CWE-352
CWE-352	CWE-352	CWE-352
CWE-352	CWE-352	CWE-352
CWE-352	CWE-94	CWE-352
CWE-94	CWE-862	CWE-94
CWE-285	CWE-352	CWE-285
CWE-601	CWE-352	CWE-601
CWE-352	CWE-862	CWE-352
CWE-285	CWE-352	CWE-352
CWE-352	CWE-352	CWE-352
CWE-352	CWE-862	CWE-862
CWE-285	CWE-862	CWE-285
CWE-285	CWE-862	CWE-285
CWE-285	CWE-862	CWE-285
CWE-285	CWE-502	CWE-285
CWE-1346	CWE-200	CWE-1346
CWE-532	CWE-352	CWE-532
CWE-352	CWE-530	CWE-352
CWE-190	CWE-434	CWE-190
CWE-434	CWE-862	CWE-434
CWE-284	CWE-601	CWE-284
CWE-601	CWE-862	CWE-862
CWE-285	CWE-862	CWE-285
CWE-285	CWE-352	CWE-285
CWE-352	CWE-434	CWE-352
CWE-22	CWE-22	CWE-22
CWE-22	CWE-918	CWE-918
CWE-918	CWE-352	CWE-918
CWE-352	CWE-434	CWE-352
CWE-20	CWE-269	CWE-269
CWE-269	CWE-639	CWE-269
CWE-287	CWE-434	CWE-287
CWE-422	CWE-352	CWE-422
CWE-352	CWE-862	CWE-352
CWE-285	CWE-804	CWE-285
CWE-613	CWE-639	CWE-613
CWE-306	CWE-862	CWE-306
CWE-285	CWE-532	CWE-285
CWE-532	CWE-352	CWE-532
CWE-352	CWE-798	CWE-352
CWE-259	CWE-22	CWE-22
CWE-78	CWE-352	CWE-78
CWE-352	CWE-200	CWE-352
CWE-522	CWE-352	CWE-522
CWE-352	CWE-862	CWE-352
CWE-285	CWE-352	CWE-285
CWE-352	CWE-79	CWE-352
CWE-79	CWE-862	CWE-79
CWE-285	CWE-502	CWE-285
CWE-502	CWE-20	CWE-502
CWE-400	CWE-89	CWE-400
CWE-89	CWE-269	CWE-89
CWE-787	CWE-269	CWE-787
CWE-120	CWE-502	CWE-120
CWE-502	CWE-269	CWE-502
CWE-306	CWE-441	CWE-306
CWE-798	CWE-269	CWE-798
CWE-862	CWE-269	CWE-862
CWE-20	CWE-269	CWE-20
CWE-248	CWE-269	CWE-248
CWE-200	CWE-783	CWE-200
CWE-306	CWE-269	CWE-306
CWE-16	CWE-783	CWE-16
CWE-120	CWE-416	CWE-416
CWE-416	CWE-345	CWE-416
CWE-325	CWE-862	CWE-325
CWE-285	CWE-862	CWE-862
CWE-285	CWE-79	CWE-285
CWE-80	CWE-434	CWE-80
CWE-434	CWE-79	CWE-79
CWE-80	CWE-862	CWE-80
CWE-284	CWE-79	CWE-284
CWE-80	CWE-79	CWE-80
CWE-80	CWE-352	CWE-80
CWE-352	CWE-862	CWE-352
CWE-285	CWE-434	CWE-285
CWE-434	CWE-862	CWE-434
CWE-285	CWE-532	CWE-285
CWE-532	CWE-352	CWE-352
CWE-352	CWE-89	CWE-352
CWE-89	CWE-89	CWE-89
CWE-89	CWE-79	CWE-89
CWE-80	CWE-862	CWE-80
CWE-285	CWE-862	CWE-862
CWE-285	CWE-352	CWE-285
CWE-352	CWE-79	CWE-352
CWE-79	CWE-352	CWE-79
CWE-352	CWE-352	CWE-352
CWE-601	CWE-352	CWE-352
CWE-352	CWE-79	CWE-352
CWE-80	CWE-862	CWE-80
CWE-284	CWE-862	CWE-284
CWE-285	CWE-862	CWE-285
CWE-285	CWE-352	CWE-285
CWE-352	CWE-269	CWE-352
CWE-269	CWE-89	CWE-89
CWE-89	CWE-352	CWE-89
CWE-601	CWE-352	CWE-601
CWE-352	CWE-352	CWE-352
CWE-352	CWE-352	CWE-352
CWE-352	CWE-862	CWE-352
CWE-285	CWE-352	CWE-285
CWE-759	CWE-434	CWE-434
CWE-434	CWE-352	CWE-434
CWE-352	CWE-352	CWE-352
CWE-352	CWE-79	CWE-352
CWE-80	CWE-94	CWE-80
CWE-94	CWE-352	CWE-352
CWE-352	CWE-352	CWE-352
CWE-440	CWE-352	CWE-440
CWE-352	CWE-352	CWE-352
CWE-352	CWE-352	CWE-352
CWE-126	CWE-352	CWE-126
CWE-352	CWE-79	CWE-352
CWE-80	CWE-352	CWE-352
CWE-352	CWE-352	CWE-352
CWE-352	CWE-285	CWE-352
CWE-306	CWE-94	CWE-306
CWE-94	CWE-532	CWE-94
CWE-532	CWE-94	CWE-532
CWE-88	CWE-231	CWE-88
CWE-20	CWE-79	CWE-20
CWE-80	CWE-79	CWE-80
CWE-79	CWE-863	CWE-79
CWE-285	CWE-489	CWE-285
CWE-269	CWE-285	CWE-269
CWE-20	CWE-79	CWE-20
CWE-80	CWE-321	CWE-80
CWE-327	CWE-434	CWE-327
CWE-434	CWE-125	CWE-434
CWE-126	CWE-497	CWE-126
CWE-200	CWE-352	CWE-200
CWE-352	CWE-476	CWE-352
CWE-476	CWE-862	CWE-476
CWE-285	CWE-352	CWE-285
CWE-352	CWE-862	CWE-352
CWE-285	CWE-352	CWE-285
CWE-352	CWE-352	CWE-352
CWE-352	CWE-352	CWE-352
CWE-352	CWE-352	CWE-352
CWE-352	CWE-352	CWE-352
CWE-352	CWE-352	CWE-352
CWE-352	CWE-352	CWE-352
CWE-352	CWE-352	CWE-352
CWE-352	CWE-352	CWE-352
CWE-352	CWE-862	CWE-352
CWE-285	CWE-352	CWE-285
CWE-352	CWE-352	CWE-352
CWE-352	CWE-352	CWE-352
CWE-352	CWE-863	CWE-352
CWE-78	CWE-276	CWE-78
CWE-259	CWE-79	CWE-259
CWE-80	CWE-79	CWE-80
CWE-80	CWE-89	CWE-89
CWE-89	CWE-770	CWE-89
CWE-676	CWE-613	CWE-676
CWE-384	CWE-352	CWE-384
CWE-352	CWE-22	CWE-352
CWE-22	CWE-22	CWE-22
CWE-22	CWE-863	CWE-22
CWE-284	CWE-434	CWE-434
CWE-22	CWE-434	CWE-22
CWE-22	CWE-200	CWE-22
CWE-89	CWE-89	CWE-89
CWE-89	CWE-22	CWE-89
CWE-94	CWE-89	CWE-89
CWE-89	CWE-98	CWE-89
CWE-22	CWE-352	CWE-22
CWE-352	CWE-89	CWE-352
CWE-89	CWE-918	CWE-89
CWE-918	CWE-22	CWE-918
CWE-22	CWE-288	CWE-22
CWE-284	CWE-200	CWE-284
CWE-259	CWE-95	CWE-95
CWE-94	CWE-121	CWE-94
CWE-120	CWE-121	CWE-120
CWE-120	CWE-121	CWE-120
CWE-120	CWE-121	CWE-120
CWE-119	CWE-352	CWE-119
CWE-352	CWE-121	CWE-352
CWE-120	CWE-78	CWE-120
CWE-78	CWE-78	CWE-78
CWE-78	CWE-463	CWE-463
CWE-89	CWE-463	CWE-89
CWE-NotFound	CWE-78	CWE-NotFound
CWE-78	CWE-78	CWE-78
CWE-78	CWE-78	CWE-78
CWE-400	CWE-78	CWE-400
CWE-400	CWE-89	CWE-400
CWE-89	CWE-78	CWE-89
CWE-400	CWE-78	CWE-400
CWE-399	CWE-78	CWE-399
CWE-400	CWE-170	CWE-170
CWE-122	CWE-77	CWE-122
CWE-89	CWE-312	CWE-312
CWE-259	CWE-22	CWE-259
CWE-22	CWE-79	CWE-22
CWE-79	CWE-918	CWE-918
CWE-918	CWE-602	CWE-918
CWE-20	CWE-73	CWE-20
CWE-73	CWE-212	CWE-212
CWE-212	CWE-89	CWE-212
CWE-89	CWE-338	CWE-89
CWE-310	CWE-20	CWE-310
CWE-20	CWE-269	CWE-20
CWE-269	CWE-120	CWE-269
CWE-120	CWE-89	CWE-120
CWE-89	CWE-352	CWE-89
CWE-352	CWE-327	CWE-352
CWE-269	CWE-20	CWE-20
CWE-20	CWE-400	CWE-20
CWE-400	CWE-77	CWE-400
CWE-264	CWE-79	CWE-264
CWE-807	CWE-89	CWE-807
CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89
CWE-89	CWE-26	CWE-89
CWE-22	CWE-22	CWE-22
CWE-434	CWE-269	CWE-269
CWE-92	CWE-125	CWE-92
CWE-122	CWE-416	CWE-122
CWE-416	CWE-416	CWE-416
CWE-416	CWE-122	CWE-416
CWE-125	CWE-129	CWE-125
CWE-129	CWE-122	CWE-129
CWE-122	CWE-416	CWE-416
CWE-416	CWE-125	CWE-416
CWE-125	CWE-79	CWE-125
CWE-80	CWE-312	CWE-80
CWE-80	CWE-119	CWE-80
CWE-125	CWE-200	CWE-125
CWE-200	CWE-616	CWE-200
CWE-78	CWE-79	CWE-78
CWE-80	CWE-404	CWE-80
CWE-22	CWE-352	CWE-352
CWE-352	CWE-434	CWE-352
CWE-434	CWE-790	CWE-434
